# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
Lead Loader Module|Module de chargement de fiches|
Current file status|Statut du fichier courant|
Load leads from this file|Charger les fiches depuis ce fichier|
Answering Machine Message|Message de répondeur|
Processing |En cours|
TALK TIME AND STATUS|TEMPS DE CONVERSATION ET ETAT|
>COUNT<|>NOMBRE<|
>HOURS:MINUTES<|>HEURES:MINUTES<|
TOTAL CALLS |TOTAL DES APPELS|
LOGIN/LOGOUT TIME|HEURE DE CONNECTION/DECONNECTION|
>EVENT <|>EVENEMENT<|
> CAMPAIGN<|> CAMPAGNE<|
CAMPAIGN: |CAMPAGNE: |
LAST 50 CALLS|50 DERNIERS APPELS|
VICIDIAL REMOTE: Call Disposition|VICIDIAL DISTANT: Disposition des appels|
Call has been dispositioned|L'appel a été dispositionné|
Close This Window|Fermer cette fenêtre|
Call information|Informations sur l'appel|
lead lookup FAILED for lead_id|ECHEC de la vérification de la fiche pour l'id|
DISPO CALL|APPEL DISPO|
>Address |>Adresse|
>City |>Ville |
>State:|>Etat:|
Postal Code:|Code postal:|
>Province |>Province|
>Country |>Pays   |
>Alt Phone |>Téléphone alternatif |
>Email |>Email |
>Security |>Sécurité|
>Comments |>Commentaires |
>Disposition:|>Disposition:|
Group Hourly Stats|Statistiques du groupe par heures|
TSR HOUR COUNTS|NOMBRE D'HEURES DE TSR|
Lead Search|Recherche de fiches|
Lead Lookup|Contrôle de fiches|
Please enter a:|Veuillez entrer un:|
a Home Phone Number:|un numéro de téléphone du domicile:|
vendor lead code|code vendeur de la fiche|
a lead ID:|ID de la fiche:|
>NEW SEARCH<|>NOUVELLE RECHERCHE<|
Lead record modification|Modification de l'enregistrement de la fiche|
information modified|Informations modifiées|
CALLS TO THIS LEAD|APPELS VERS CETTE FICHE|
VDAD Closer Stats|Statistiques VDAD Closer|
Auto-dial Closer Stats|Statistiques appel-automatique CLOSER|
VICIDIAL REMOTE AGENTS|AGENTS DISTANTS VICIDIAL|
INBOUND STATS|SATISTIQUES EN ENTREE|
REMOTE AGENTS ERROR - Please go back and look at the data you entered|ERREUR AGENTS DISTANT - Veuillez revenir en arrière et verifier les données que vous avez saisies|
- WAITING - |- PATIENTEZ -|
Remote Agent inbound stats         |Statistiques des agents distants en entrée|
Total calls taken |Total des appels pris |
Total talk time on |Temps total de conversation|
Call list for |Liste d'appel pour |
NO CALLS ON THIS DAY |PAS D'APPELS CE JOUR|
Scripts|Scripts|
Script:|Script:|
Get Call Launch|Lancer l'appel|
not used currently|pas utilisé actuellement|
VERSION|VERSION|
BUILD|CONSTRUCTION|
REPORTS|RAPPORTS|
USERS|UTILISATEURS|
CAMPAIGNS|CAMPAGNES|
LISTS|LISTES|
SCRIPTS|SCRIPTS|
FILTERS|FILTRES|
IN-GROUPS|IN-GROUPS|
USER GROUPS|GROUPES D'UTILISATEURS|
REMOTE AGENTS|AGENTS DISTANTS|
Column|Colonne|
PERFORMANCE|PERFORMANCE|
AGENT |AGENT |
SERVER |SERVEUR |
### END translation phrases through 1.1.11 release ###
Drop Call Seconds -<\/B> The number of seconds from the time the customer line is picked up until the call is considered a DROP, only applies to outbound calls|Secondes avant abandon de l'appel -<\/B> C'est le nombre de secondes depuis le moment où la ligne du client est prise jusqu'à ce que l'appel soit considéré comme abandonné, s'applique seulement aux appels sortants|
Safe Harbor Message -<\/B> If set to Y will play a message to customer after the Drop Call Seconds timeout is reached without being transferred to an agent. This setting will override sending to a voicemail box if this is set to Y|Message de port sûr -<\/B> Si défini à Y un message sera joué au client si le timeout d'abadon d'appel est atteind sans être transférer au client. Cette option surcharge celle qui envoi vers la boite vocale si elle est définie à Y|
Safe Harbor Exten -<\/B> This is the dial plan extension that the desired Safe Harbor audio file is located at on your server|Extension du port sûr -<\/B> C'est l'extension du dial plan où le fichier audio désiré est localisé sur le serveur|
Drop Message -<\/B> If set to Y will play a message to customer after the Drop Call Seconds timeout is reached without being transferred to an agent. This setting will override sending to a voicemail box if this is set to Y|Message d'abandon -<\/B> Si défini à Y un message sera jouer au client après que le timeout d'abandon d'appel soit atteind sans être transféré à un agent. Cette option surcharge le transfert vers la boite vocale si défini à Y|
Drop Exten -<\/B> This is the dial plan extension that the desired Dropped call audio file is located at on your server|Extension d'abandon -<\/B> C'est l'extension du dial plan où le fichier audio désiré est localisé sur le serveur|
Call Time ID -<\/B> This is the short name of a Vicidial Call Time Definition. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 10 characters, minimum of 2 characters|Identifiant de la période d'appel -</B> C'est le nom court de la période d'appel de VICIDIAL. Il doit être unique. N'utilisez pas d'espace ou de ponctuation. 10 caractères maximum et 2 minimum|
Call Time Name -<\/B> This is a more descriptive name of the Call Time Definition. This is a short summary of the Call Time definition. max 30 characters, minimum of 2 characters|Nom de la période d'appel -</B> C'est un nom plus descriptif de la période d'appel. Une courte description. 30 caractères maximum et 2 minimum|
Call Time Comments -<\/B> This is where you can place comments for a Vicidial Call Time Definition such as -10am to 4pm with extra call state restrictions-.  max 255 characters|Commentaires de la période d'appel -</B> Vous pouvez y placer des commentaires sur la période d'appel de Vicidial comme-de 10h00 à 16h00 avec des restrictions-. Max 255 caractères|
Default Start and Stop Times -<\/B> This is the default time that calling will be allowed to be started or stopped within this call time definition if the day-of-the-week start time is not defined. 0 is midnight. To prevent calling completely set this field to 2400 and set the Default Stop time to 2400. To allow calling 24 hours a day set the start time to 0 and the stop time to 2400|Heures de début et de fin par défaut -</B> Ce sont les heures par défaut pendant lesquelles un appel est autorisé si l'heure de début de day-of-the-week n'est pas définie. 0 est minuit. Pour interdir complétement les appels mettez 2400 et mettez 2400 à l'heure de fin par défaut. Pour autoriser les appels 24h/24, remplissez les champs avec 0 pour le début et 2400 pour la fin|
Weekday Start and Stop Times -<\/B> These are the custom times per day that can be set for the call time definition. same rules apply as with the Default start and stop times|Heures de début et de fin pour un jour -</B> Ce sont les heures de début et de fin personnalisés pour un jour. Les mêmes règles s'appliquent qu'aux heures de début et de fin par défaut|
State Call Time Definitions -<\/B> This is the list of State specific call time definitions that are followed in this Call Time Definition|Définitions des états des périodes d'appel -<\/B> C'est la liste des définitions spécifiques des périodes d'appels des états qui sont suivies dans cette définition de période d'appels|
State Call Time State -<\/B> This is the two letter code for the state that this calling time definition is for. For this to be in effect the local call time that is set in the campaign must have this state call time record in it as well as all of the leads having two letter state codes in them|State Call Time State -<\/B> Ce sont les deux lettres code pour l'état auquel cette définition de période d'appels correspond. Pour que cela prenne effet, la période d'appel locale qui est définie dans la campagne doit avoir cette enregistrement d'état de période d'appel aussi bien que toutes les fiches ayant ces deux lettre codes d'état|
Delete Call Times -<\/B> This option allows the user to be able to delete vicidial call times records and vicidial state call times records from the system|Suppression des périodes d'appels -<\/B> Cette option permet à l'utilisateur de supprimer les enregistrements des périodes d'appels vicidial et les enregistrement des périodes d'appels d'état de ce système|
Modify Call Times -<\/B> This option allows the user to view and modify the call times and state call times records. A user doesn't need this option enabled if they only need to change the call times option on the campaigns screen|Modification des périodes d'appels -<\/B> Cette option autorise l'utilisateur à voir et modifier les périodes d'appels et les périodes d'appels d'état. Un utilisateur n'a pas besoin de cette option si il a seulement besoin de changer les options des périodes d'appels sur l'écran de campagne|
Wrap Up Seconds -<\/B> The number of seconds to force an agent to wait before allowing them to receive or dial another call. The timer begins as soon as an agent hangs up on their customer - or in the case of alternate number dialing when the agent finishes the lead - Default is 0 seconds. If the timer runs out before the agent has dispositioned the call, the agent still will NOT move on to the next call until they select a disposition|Temps de conclusion -<\/B> Nombre de secondes pendant lesquelles l'agent est forcé à attendre avant de pouvoir recevoir ou passer un nouvel appel. Le timer commence dès que l'agent à raccrocher - ou dans le cas de l'appel du numéro alternatif quand l'agent à terminer la fiche - La valeur par défaut est 0. Si le timer se termine avant que l'agent n'ait statué l'appel, l'agent ne passera pas à l'appel suivant tant qu'il n'a pas sélectionné un statut|
Wrap Up Message -<\/B> This is a campaign-specific message to be displayed on the wrap up screen if wrap up seconds is set|Message de conclusion -<\/B> C'est un message spécifique à la campagne à afficher si le temps de conclusion est défini|
You are not authorized to view this page. Please go back|Vous n'êtes pas autorisé à voir cette page. Veuillez revenir en arrière|
Day and time options will appear once you have created the Call Time Definition|Les options pour l'heure et le jour apparaitront une fois que vous aurez créé la période d'appels|
State Call Time ID, name and state must be at least 2 characters in length|L'ID, le nom et l'état de l'appel doivent contenir au moins 2 caractères|
Call Time ID and name must be at least 2 characters in length|L'ID et le nom de la période d'appel doivent contenir au moins 2 caractères|
Active State Call Time Definitions for this Record|Activer les définitions des états des périodes d'appels pour cet enregistrement|
there is already a call time entry with this ID|il existe déjà une période d'appel avec cet ID|
CALL TIMES USING THIS STATE CALL TIME|PERIODE D'APPELS UTILISANT CET ETAT DE PERIODE D'APPELS|
STATE CALL TIME DEFINITION NOT ADDED|DEFINITION DE LA PERIODE D'APPELS DE L'ETAT NON AJOUTE|
DELETE THIS STATE CALL TIME DEFINITION|SUPPRIMER CETTE DEFINITION DE PERIODE D'APPEL D'ETAT|
Modify Call Time State Definitions List|Modifier la liste des définitions des périodes d'appels d'état|
CALL TIME DEFINITION NOT ADDED|DEFINITION DE LA PERIODE D'APPEL NON AJOUTEE|
DELETE THIS CALL TIME DEFINITION|SUPPRIMER CETTE DEFINITION DE PERIODE D'APPEL|
short description of the call time|courte description de la période d'appel|
CAMPAIGNS USING THIS CALL TIME|CAMPAGNES UTILISANT CETTE PERIODE D'APPELS|
STATE CALL TIME NOT MODIFIED|PERIODE D'APPELS D'ETAT NON MODIFIEE|
CALL TIME NOT MODIFIED|PERIODE D'APPELS NON MODIFIEE|
STATE CALL TIME MODIFIED|PERIODE D'APPELS D'ETAT MODIFIEE|
CALL TIME MODIFIED|PERIODE D'APPELS MODIFIEE|
Default Start:|Début par défaut:|
Default Stop:|Fin par défaut:|
Sunday Start:|Début le dimanche:|
Sunday Stop:|Fin le dimanche:|
Monday Start:|Début le lundi:|
Monday Stop:|Fin le lundi:|
Tuesday Start:|Début le mardi:|
Tuesday Stop:|Fin le mardi:|
Wednesday Start:|Début le mercredi:|
Wednesday Stop:|Fin le mercredi:|
Thursday Stop:|Fin le jeudi:|
Friday Start:|Début le vendredi:|
Friday Stop:|Fin le vendredi:|
Saturday Start:|Début le samedi:|
Saturday Stop:|Fin le samedi:|
State Rule Added|Règle d'état ajoutée|
State Rule Removed|Règle d'état supprimée|
STATE CALL TIME LISTINGS|LISTE DES PERIODES D'APPELS D'ETAT|
CALL TIME LISTINGS|LISTE DES PERIODES D'APPELS|
STATE CALL TIME ADDED|PERIODE D'APPELS D'ETAT AJOUTEE|
CALL TIME ADDED|PERIODE D'APPELS AJOUTEE|
Drop Call Seconds|Temps avant abandon de l'appel|
Use Safe Harbor Message|Utiliser le message de port sûr|
Safe Harbor Exten|Extension du port sûr|
Use Drop Message|Utiliser le message d'abandon|
Drop Exten|Extension d'abandon|
SIP Listen Version|Version du listener SIP|
Add New Call Time|Ajouter une nouvelle période d'appels|
Add New State Call Time|Ajouter une nouvelle période d'appels d'état|
New Call Time Addition|Ajout d'une nouvelle période d'appels|
New State Call Time Addition|Ajout d'une nouvelle période d'appels d'état|
Modify Call Time|Modifier la période d'appels|
MODIFY A CALL TIME|MODIFIER UNE PERIODE D'APPELS|
Modify State Call Time|Modifier la période d'appels d'état|
MODIFY A STATE CALL TIME|MODIFIER UNE PERIODE D'APPELS D'ETAT|
Delete State Call Time|Supprimer la période d'appels d'état|
State Call Times|Périodes d'appels d'états|
State Call Time ID|Identifiant de la période d'appels d'état|
State Call Time Name|Nom de la période d'appels d'état|
State Call Time Comments|Commentaires de la période d'appels d'état|
STATE CALL TIME NOT DELETED|PERIODE D'APPELS D'ETAT NON SUPPRIMEE|
CALL TIME DELETION COMPLETED|SUPPRESSION DE LA PERIODE D'APPELS TERMINEE|
STATE CALL TIME DELETION COMPLETED|SUPPRESSION DE LA PERIODE D'APPELS D'ETAT TERMINEE|
CALL TIME NOT DELETED|PERIODE D'APPELS NON SUPPRIMEE|
Call Time ID must be at least 2 characters in length|L'ID de la période d'appels doit contenir au moins 2 caractères|
STATE CALL TIME DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE LA PERIODE D'APPELS D'ETAT|
CALL TIME DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESION DE LA PERIODE D'APPELS|
Call Times|Périodes d'appels|
CALL TIMES|PERIODES D'APPELS|
SHOW CALL TIMES|VOIR LES PERIODES D'APPELS|
ADD NEW CALL TIME|AJOUTER UNE NOUVELLE PERIODE D'APPELS|
SHOW STATE CALL TIMES|VOIR LES PERIODES D'APPELS D'ETATS|
ADD NEW STATE CALL TIME|AJOUTER UNE NOUVELLE PERIODE D'APPELS D'ETAT|
Call Time ID|Identifiant de la période d'appels|
Call Time Name|Nom de la période d'appels|
Call Time Comments|Commentaires de la période d'appels|
short description of the call time|courte description de la période d'appels|
HIDE|CACHER|
SHOW|MONTRER|
Show Dialable Leads Count|Montrer le nombre de fiches désactivées|
Dialable Lead Count|Nombre de fiches désavtivées|
TEST ON CAMPAIGN|TEST SUR LA CAMPAGNE|
Wrap Up Seconds:|Temps de conclusion:|
Wrap Up Message:|Message de conclusion:|
Alt Number Dialing|Appel du numéro alternatif|
no active lists selected for this campaign|pas de listes actives pour cette campagne|
Real-Time Screen|Ecran temps réel|
Allowable Inbound Groups -<\/B> For CLOSER campaigns only. Here is where you select the inbound groups you want agents in this CLOSER campaign to be able to take calls from. It is important for BLENDED inbound-outbound campaigns only to select the inbound groups that are used for agents in this campaign. The calls coming into the inbound groups selected here will be counted as active calls for a blended campaign even if all agents in the campaign are not logged in to receive calls from all of those selected inbound groups|Groupes entrants possibles -</B> Uniquement pour les campagnes de type CLOSER. C'est ici que vous choisissez les groupes entrants dont vous voulez que les agents puissent prendre des appels depuis cette campagne. Il est important pour les campagnes entrantes-sortantes BLENDED de sélectionner seulement les groupes entrants qui sont utilisées pour les agents dans cette campagne. Les appales passés vers les groupes entrants sélectionnées ici seront comptés comme des appels actifs pour un campagne mixte même si tous les agents de la campagne ne sont pas connectés pour recevoir des appels de tous ces groupes entrants sélectionnés|
Allowed Inbound Groups|Groupes entrants autorisés|
ADD NUMBER TO DNC|AJOUTER LE NUMERO A LA LISTE DNC|
ADD A NUMBER TO THE DNC LIST|AJOUTER UN NUMERO A LA LISTE DNC|
Add New DNC|Ajouter un nouveau DNC|
Phone Number|Numéro de téléphone|
VICIDIAL DNC List -<\/B> This Do Not Call list contains every lead that has been set to a status of DNC in the system. Through the LISTS - ADD NUMBER TO DNC page you are able to manually add a number to this list so that it will not be called by campaigns that use the internal DNC list|Liste DNC de VICIDIAL -</B> Cette liste Do Not Call (Ne pas appeler) contient toutes les listes qui ont un statut DNC dans le système. Depuis les LISTS - la page AJOUTER UN NUMERO A LA LISTE DNC vous pouvez ajouter manuellement un nombre à cette liste afin qu'il ne soit pas appelé par les campagnes qui utilisent la liste interne DNC|
DNC NOT ADDED - This phone number is already in the Do Not Call List|DNC NON AJOUTE - Ce numéro de téléphone est déjà dans la liste Do Not Call|
DNC ADDED|DNC AJOUTE|
Use Internal DNC List -<\/B> This defines whether this campaign is to filter leads against the Internal DNC list. If it is set to Y, the hopper will look for each phone number in the DNC list before placing it in the hopper. If it is in the DNC list then it will change that lead status to DNCL so it cannot be dialed. Default is N|Utiliser la liste DNC interne -</B> Cela défini si cette campagne doit filter les fiches par rapport à la liste DNC. Si ce champ est à Y alors le distributeur de fiches recherchera chaque numéro de téléphone dans la liste DNC avant de la placer dans le distributeur de fiches. Si il est dans la liste DNC alors le statut de la fiche sera changer en DNCL, il ne pour donc pas être appelé. La valeur par défaut est N|
Use Internal DNC List|Utiliser la liste DNC interne|
Campaign CallerID -<\/B> This field allows for the sending of a custom callerid number on the outbound calls. This is the number that would show up on the callerid of the person you are calling. The default is UNKNOWN. If you are using T1 or E1s to dial out this option is only available if you are using PRIs - ISDN T1s or E1s - that have the custom callerid feature turned on, this will not work with Robbed-bit service(RBS) circuits. This will also work through most VOIP(SIP or IAX trunks) providers that allow dynamic outbound callerID. The custom callerID only applies to calls placed for the VICIDIAL campaign directly, any 3rd party calls or transfers will not send the custom callerID. NOTE: Sometimes putting UNKNOWN or PRIVATE in the field will yield the sending of your default callerID number by your carrier with the calls. You may want to test this and put 0000000000 in the callerid field instead if you do not want to send you CallerID|CallerID de la campagne -</B> Ce champ permet de personnaliser le numéro de l'appelant pour les appels externes passés. C'est le numéro que la personne appelé voit. La valeur pas défaut est UNKNOWN. Si vous utilisez une carte T1 ou E1 pour appeler cette option est seulement valable si vous utilisez des PRI - ISDN T1s ou E1s - qui on l'option callerid personnalisable activée, cela ne fonctionnera pas avec les circuits Robbed-bit service(RBS). Cela fonctionne avec la plupart des fournisseurs VOIP (SIP ou IAX) qui autorise les callerid dynamiques. Le numéro personnalisé ne sera valable que pour les appels passés directement depuis cette campagne, tout transfert ou tierce personne appelé n'utilisera pas ce numéro personnalisé. NOTE: Parfois l'utilisation de UNKNOWN ou PRIVATE utilisera le callerid du fournisseur. Vous pouvez tester et mettre 0000000000 si vous ne voulez pas envoyé votre callerID|
